query rank precision recall
10 22 0.409090909091 0.257142857143
10 23 0.391304347826 0.257142857143
10 24 0.375 0.257142857143
10 25 0.36 0.257142857143
10 26 0.346153846154 0.257142857143
10 27 0.333333333333 0.257142857143
10 28 0.321428571429 0.257142857143
10 29 0.310344827586 0.257142857143
10 30 0.333333333333 0.285714285714
10 31 0.354838709677 0.314285714286
10 32 0.375 0.342857142857
10 33 0.363636363636 0.342857142857
10 34 0.352941176471 0.342857142857
10 35 0.342857142857 0.342857142857
10 36 0.361111111111 0.371428571429
10 37 0.351351351351 0.371428571429
10 38 0.342105263158 0.371428571429
10 39 0.333333333333 0.371428571429
10 40 0.325 0.371428571429
10 41 0.317073170732 0.371428571429
10 42 0.309523809524 0.371428571429
10 43 0.302325581395 0.371428571429
10 44 0.295454545455 0.371428571429
10 45 0.288888888889 0.371428571429
10 46 0.282608695652 0.371428571429
10 47 0.276595744681 0.371428571429
10 48 0.270833333333 0.371428571429
10 49 0.265306122449 0.371428571429
10 50 0.26 0.371428571429
10 51 0.254901960784 0.371428571429
10 52 0.269230769231 0.4
10 53 0.264150943396 0.4
10 54 0.259259259259 0.4
10 55 0.254545454545 0.4
10 56 0.25 0.4
10 57 0.245614035088 0.4
10 58 0.241379310345 0.4
10 59 0.254237288136 0.428571428571
10 60 0.25 0.428571428571
10 61 0.245901639344 0.428571428571
10 62 0.241935483871 0.428571428571
10 63 0.238095238095 0.428571428571
10 64 0.234375 0.428571428571
10 65 0.230769230769 0.428571428571
10 66 0.227272727273 0.428571428571
10 67 0.223880597015 0.428571428571
10 68 0.220588235294 0.428571428571
10 69 0.217391304348 0.428571428571
10 70 0.214285714286 0.428571428571
10 71 0.225352112676 0.457142857143
10 72 0.222222222222 0.457142857143
10 73 0.219178082192 0.457142857143
10 74 0.216216216216 0.457142857143
10 75 0.213333333333 0.457142857143
10 76 0.210526315789 0.457142857143
10 77 0.207792207792 0.457142857143
10 78 0.205128205128 0.457142857143
10 79 0.20253164557 0.457142857143
10 80 0.2125 0.485714285714
10 81 0.20987654321 0.485714285714
10 82 0.219512195122 0.514285714286
10 83 0.21686746988 0.514285714286
10 84 0.214285714286 0.514285714286
10 85 0.211764705882 0.514285714286
10 86 0.220930232558 0.542857142857
10 87 0.218390804598 0.542857142857
10 88 0.215909090909 0.542857142857
10 89 0.213483146067 0.542857142857
10 90 0.211111111111 0.542857142857
10 91 0.208791208791 0.542857142857
10 92 0.20652173913 0.542857142857
10 93 0.204301075269 0.542857142857
10 94 0.202127659574 0.542857142857
10 95 0.2 0.542857142857
10 96 0.197916666667 0.542857142857
10 97 0.19587628866 0.542857142857
10 98 0.19387755102 0.542857142857
10 99 0.191919191919 0.542857142857
10 100 0.19 0.542857142857
11 1 1.0 0.0526315789474
11 2 1.0 0.105263157895
11 3 0.666666666667 0.105263157895
11 4 0.75 0.157894736842
11 5 0.8 0.210526315789
11 6 0.833333333333 0.263157894737
11 7 0.714285714286 0.263157894737
11 8 0.625 0.263157894737
11 9 0.666666666667 0.315789473684
11 10 0.6 0.315789473684
11 11 0.545454545455 0.315789473684
11 12 0.5 0.315789473684
11 13 0.461538461538 0.315789473684
11 14 0.428571428571 0.315789473684
11 15 0.4 0.315789473684
11 16 0.375 0.315789473684
11 17 0.352941176471 0.315789473684
11 18 0.388888888889 0.368421052632
11 19 0.368421052632 0.368421052632
11 20 0.35 0.368421052632
11 21 0.380952380952 0.421052631579
11 22 0.363636363636 0.421052631579
11 23 0.347826086957 0.421052631579
11 24 0.333333333333 0.421052631579
11 25 0.32 0.421052631579
11 26 0.307692307692 0.421052631579
11 27 0.296296296296 0.421052631579
11 28 0.285714285714 0.421052631579
11 29 0.275862068966 0.421052631579
11 30 0.266666666667 0.421052631579
11 31 0.258064516129 0.421052631579
11 32 0.25 0.421052631579
11 33 0.242424242424 0.421052631579
11 34 0.235294117647 0.421052631579
11 35 0.228571428571 0.421052631579
11 36 0.222222222222 0.421052631579
11 37 0.216216216216 0.421052631579
11 38 0.210526315789 0.421052631579
11 39 0.205128205128 0.421052631579
11 40 0.2 0.421052631579
11 41 0.19512195122 0.421052631579
11 42 0.190476190476 0.421052631579
11 43 0.186046511628 0.421052631579
11 44 0.181818181818 0.421052631579
11 45 0.177777777778 0.421052631579
11 46 0.173913043478 0.421052631579
11 47 0.170212765957 0.421052631579
11 48 0.166666666667 0.421052631579
11 49 0.163265306122 0.421052631579
11 50 0.16 0.421052631579
11 51 0.156862745098 0.421052631579
11 52 0.153846153846 0.421052631579
11 53 0.150943396226 0.421052631579
11 54 0.148148148148 0.421052631579
11 55 0.145454545455 0.421052631579
11 56 0.142857142857 0.421052631579
11 57 0.140350877193 0.421052631579
11 58 0.137931034483 0.421052631579
11 59 0.135593220339 0.421052631579
11 60 0.133333333333 0.421052631579
11 61 0.131147540984 0.421052631579
11 62 0.129032258065 0.421052631579
11 63 0.126984126984 0.421052631579
11 64 0.125 0.421052631579
11 65 0.123076923077 0.421052631579
11 66 0.121212121212 0.421052631579
11 67 0.119402985075 0.421052631579
11 68 0.117647058824 0.421052631579
11 69 0.115942028986 0.421052631579
11 70 0.114285714286 0.421052631579
11 71 0.112676056338 0.421052631579
11 72 0.111111111111 0.421052631579
11 73 0.109589041096 0.421052631579
11 74 0.108108108108 0.421052631579
11 75 0.106666666667 0.421052631579
11 76 0.105263157895 0.421052631579
11 77 0.103896103896 0.421052631579
11 78 0.102564102564 0.421052631579
11 79 0.101265822785 0.421052631579
11 80 0.1 0.421052631579
11 81 0.0987654320988 0.421052631579
11 82 0.0975609756098 0.421052631579
11 83 0.0963855421687 0.421052631579
11 84 0.0952380952381 0.421052631579
11 85 0.0941176470588 0.421052631579
11 86 0.093023255814 0.421052631579
11 87 0.0919540229885 0.421052631579
11 88 0.0909090909091 0.421052631579
11 89 0.0898876404494 0.421052631579
11 90 0.0888888888889 0.421052631579
11 91 0.0879120879121 0.421052631579
11 92 0.0869565217391 0.421052631579
11 93 0.0860215053763 0.421052631579
11 94 0.0851063829787 0.421052631579
11 95 0.0842105263158 0.421052631579
11 96 0.0833333333333 0.421052631579
11 97 0.0824742268041 0.421052631579
11 98 0.0816326530612 0.421052631579
11 99 0.0808080808081 0.421052631579
11 100 0.08 0.421052631579
12 1 1.0 0.2
12 2 1.0 0.4
12 3 0.666666666667 0.4
12 4 0.5 0.4
12 5 0.4 0.4
12 6 0.333333333333 0.4
12 7 0.285714285714 0.4
12 8 0.25 0.4
12 9 0.222222222222 0.4
12 10 0.2 0.4
12 11 0.181818181818 0.4
12 12 0.166666666667 0.4
12 13 0.153846153846 0.4
12 14 0.142857142857 0.4
12 15 0.133333333333 0.4
12 16 0.125 0.4
12 17 0.117647058824 0.4
12 18 0.111111111111 0.4
12 19 0.105263157895 0.4
12 20 0.1 0.4
12 21 0.0952380952381 0.4
12 22 0.0909090909091 0.4
12 23 0.0869565217391 0.4
12 24 0.0833333333333 0.4
12 25 0.12 0.6
12 26 0.115384615385 0.6
12 27 0.111111111111 0.6
12 28 0.107142857143 0.6
12 29 0.103448275862 0.6
12 30 0.1 0.6
12 31 0.0967741935484 0.6
12 32 0.09375 0.6
12 33 0.0909090909091 0.6
12 34 0.0882352941176 0.6
12 35 0.0857142857143 0.6
12 36 0.0833333333333 0.6
12 37 0.0810810810811 0.6
12 38 0.0789473684211 0.6
12 39 0.0769230769231 0.6
12 40 0.075 0.6
12 41 0.0731707317073 0.6
12 42 0.0714285714286 0.6
12 43 0.0697674418605 0.6
12 44 0.0681818181818 0.6
12 45 0.0666666666667 0.6
12 46 0.0652173913043 0.6
12 47 0.063829787234 0.6
12 48 0.0625 0.6
12 49 0.0612244897959 0.6
12 50 0.06 0.6
12 51 0.0588235294118 0.6
12 52 0.0576923076923 0.6
12 53 0.0566037735849 0.6
12 54 0.0555555555556 0.6
12 55 0.0727272727273 0.8
12 56 0.0714285714286 0.8
12 57 0.0701754385965 0.8
12 58 0.0689655172414 0.8
12 59 0.0677966101695 0.8
12 60 0.0666666666667 0.8
12 61 0.0655737704918 0.8
12 62 0.0645161290323 0.8
12 63 0.0634920634921 0.8
12 64 0.0625 0.8
12 65 0.0615384615385 0.8
12 66 0.0606060606061 0.8
12 67 0.0597014925373 0.8
12 68 0.0588235294118 0.8
12 69 0.0579710144928 0.8
12 70 0.0571428571429 0.8
12 71 0.056338028169 0.8
12 72 0.0555555555556 0.8
12 73 0.0547945205479 0.8
12 74 0.0540540540541 0.8
12 75 0.0533333333333 0.8
12 76 0.0526315789474 0.8
12 77 0.0519480519481 0.8
12 78 0.0512820512821 0.8
12 79 0.0506329113924 0.8
12 80 0.05 0.8
12 81 0.0493827160494 0.8
12 82 0.0487804878049 0.8
12 83 0.0481927710843 0.8
12 84 0.047619047619 0.8
12 85 0.0470588235294 0.8
12 86 0.046511627907 0.8
12 87 0.0459770114943 0.8
12 88 0.0454545454545 0.8
12 89 0.0449438202247 0.8
12 90 0.0444444444444 0.8
12 91 0.043956043956 0.8
12 92 0.0434782608696 0.8
12 93 0.0430107526882 0.8
12 94 0.0425531914894 0.8
12 95 0.0421052631579 0.8
12 96 0.0416666666667 0.8
12 97 0.0412371134021 0.8
12 98 0.0408163265306 0.8
12 99 0.040404040404 0.8
12 100 0.04 0.8
13 1 0.0 0.0
13 2 0.0 0.0
13 3 0.333333333333 0.0909090909091
13 4 0.25 0.0909090909091
13 5 0.4 0.181818181818
13 6 0.333333333333 0.181818181818
13 7 0.428571428571 0.272727272727
13 8 0.375 0.272727272727
13 9 0.333333333333 0.272727272727
13 10 0.3 0.272727272727
13 11 0.272727272727 0.272727272727
13 12 0.25 0.272727272727
13 13 0.230769230769 0.272727272727
13 14 0.214285714286 0.272727272727
13 15 0.2 0.272727272727
13 16 0.1875 0.272727272727
13 17 0.176470588235 0.272727272727
13 18 0.166666666667 0.272727272727
13 19 0.157894736842 0.272727272727
13 20 0.15 0.272727272727
13 21 0.142857142857 0.272727272727
13 22 0.136363636364 0.272727272727
13 23 0.130434782609 0.272727272727
13 24 0.125 0.272727272727
13 25 0.12 0.272727272727
13 26 0.115384615385 0.272727272727
13 27 0.111111111111 0.272727272727
13 28 0.107142857143 0.272727272727
13 29 0.103448275862 0.272727272727
13 30 0.1 0.272727272727
13 31 0.129032258065 0.363636363636
13 32 0.125 0.363636363636
13 33 0.121212121212 0.363636363636
13 34 0.147058823529 0.454545454545
13 35 0.142857142857 0.454545454545
13 36 0.138888888889 0.454545454545
13 37 0.135135135135 0.454545454545
13 38 0.131578947368 0.454545454545
13 39 0.128205128205 0.454545454545
13 40 0.125 0.454545454545
13 41 0.121951219512 0.454545454545
13 42 0.119047619048 0.454545454545
13 43 0.116279069767 0.454545454545
13 44 0.113636363636 0.454545454545
13 45 0.111111111111 0.454545454545
13 46 0.108695652174 0.454545454545
13 47 0.106382978723 0.454545454545
13 48 0.104166666667 0.454545454545
13 49 0.102040816327 0.454545454545
13 50 0.1 0.454545454545
13 51 0.0980392156863 0.454545454545
13 52 0.0961538461538 0.454545454545
13 53 0.0943396226415 0.454545454545
13 54 0.0925925925926 0.454545454545
13 55 0.0909090909091 0.454545454545
13 56 0.0892857142857 0.454545454545
13 57 0.0877192982456 0.454545454545
13 58 0.0862068965517 0.454545454545
13 59 0.0847457627119 0.454545454545
13 60 0.0833333333333 0.454545454545
13 61 0.0819672131148 0.454545454545
13 62 0.0806451612903 0.454545454545
13 63 0.0793650793651 0.454545454545
13 64 0.078125 0.454545454545
13 65 0.0769230769231 0.454545454545
13 66 0.0757575757576 0.454545454545
13 67 0.0746268656716 0.454545454545
13 68 0.0735294117647 0.454545454545
13 69 0.0724637681159 0.454545454545
13 70 0.0714285714286 0.454545454545
13 71 0.0704225352113 0.454545454545
13 72 0.0694444444444 0.454545454545
13 73 0.0684931506849 0.454545454545
13 74 0.0675675675676 0.454545454545
13 75 0.0666666666667 0.454545454545
13 76 0.0657894736842 0.454545454545
13 77 0.0649350649351 0.454545454545
13 78 0.0641025641026 0.454545454545
13 79 0.0632911392405 0.454545454545
13 80 0.0625 0.454545454545
13 81 0.0617283950617 0.454545454545
13 82 0.0609756097561 0.454545454545
13 83 0.0602409638554 0.454545454545
13 84 0.0595238095238 0.454545454545
13 85 0.0588235294118 0.454545454545
13 86 0.0581395348837 0.454545454545
13 87 0.0574712643678 0.454545454545
13 88 0.0568181818182 0.454545454545
13 89 0.0674157303371 0.545454545455
13 90 0.0666666666667 0.545454545455
13 91 0.0659340659341 0.545454545455
13 92 0.0652173913043 0.545454545455
13 93 0.0645161290323 0.545454545455
13 94 0.063829787234 0.545454545455
13 95 0.0631578947368 0.545454545455
13 96 0.0625 0.545454545455
13 97 0.0618556701031 0.545454545455
13 98 0.0612244897959 0.545454545455
13 99 0.0606060606061 0.545454545455
13 100 0.06 0.545454545455
14 1 1.0 0.0227272727273
14 2 0.5 0.0227272727273
14 3 0.333333333333 0.0227272727273
14 4 0.25 0.0227272727273
14 5 0.2 0.0227272727273
14 6 0.166666666667 0.0227272727273
14 7 0.142857142857 0.0227272727273
14 8 0.125 0.0227272727273
14 9 0.111111111111 0.0227272727273
14 10 0.1 0.0227272727273
14 11 0.181818181818 0.0454545454545
14 12 0.25 0.0681818181818
14 13 0.230769230769 0.0681818181818
14 14 0.214285714286 0.0681818181818
14 15 0.2 0.0681818181818
14 16 0.25 0.0909090909091
14 17 0.235294117647 0.0909090909091
14 18 0.222222222222 0.0909090909091
14 19 0.210526315789 0.0909090909091
14 20 0.2 0.0909090909091
14 21 0.190476190476 0.0909090909091
14 22 0.181818181818 0.0909090909091
14 23 0.173913043478 0.0909090909091
14 24 0.166666666667 0.0909090909091
14 25 0.16 0.0909090909091
14 26 0.153846153846 0.0909090909091
14 27 0.148148148148 0.0909090909091
14 28 0.142857142857 0.0909090909091
14 29 0.137931034483 0.0909090909091
14 30 0.133333333333 0.0909090909091
14 31 0.129032258065 0.0909090909091
14 32 0.125 0.0909090909091
14 33 0.121212121212 0.0909090909091
14 34 0.117647058824 0.0909090909091
14 35 0.114285714286 0.0909090909091
14 36 0.111111111111 0.0909090909091
14 37 0.108108108108 0.0909090909091
14 38 0.105263157895 0.0909090909091
14 39 0.102564102564 0.0909090909091
14 40 0.1 0.0909090909091
14 41 0.0975609756098 0.0909090909091
14 42 0.0952380952381 0.0909090909091
14 43 0.093023255814 0.0909090909091
14 44 0.0909090909091 0.0909090909091
14 45 0.111111111111 0.113636363636
14 46 0.108695652174 0.113636363636
14 47 0.106382978723 0.113636363636
14 48 0.104166666667 0.113636363636
14 49 0.102040816327 0.113636363636
14 50 0.1 0.113636363636
14 51 0.0980392156863 0.113636363636
14 52 0.0961538461538 0.113636363636
14 53 0.0943396226415 0.113636363636
14 54 0.0925925925926 0.113636363636
14 55 0.0909090909091 0.113636363636
14 56 0.0892857142857 0.113636363636
14 57 0.0877192982456 0.113636363636
14 58 0.0862068965517 0.113636363636
14 59 0.0847457627119 0.113636363636
14 60 0.0833333333333 0.113636363636
14 61 0.0819672131148 0.113636363636
14 62 0.0806451612903 0.113636363636
14 63 0.0793650793651 0.113636363636
14 64 0.078125 0.113636363636
14 65 0.0769230769231 0.113636363636
14 66 0.0909090909091 0.136363636364
14 67 0.089552238806 0.136363636364
14 68 0.0882352941176 0.136363636364
14 69 0.101449275362 0.159090909091
14 70 0.1 0.159090909091
14 71 0.0985915492958 0.159090909091
14 72 0.0972222222222 0.159090909091
14 73 0.0958904109589 0.159090909091
14 74 0.0945945945946 0.159090909091
14 75 0.0933333333333 0.159090909091
14 76 0.0921052631579 0.159090909091
14 77 0.0909090909091 0.159090909091
14 78 0.102564102564 0.181818181818
14 79 0.113924050633 0.204545454545
14 80 0.1125 0.204545454545
14 81 0.123456790123 0.227272727273
14 82 0.121951219512 0.227272727273
14 83 0.120481927711 0.227272727273
14 84 0.119047619048 0.227272727273
14 85 0.117647058824 0.227272727273
14 86 0.116279069767 0.227272727273
14 87 0.114942528736 0.227272727273
14 88 0.113636363636 0.227272727273
14 89 0.112359550562 0.227272727273
14 90 0.111111111111 0.227272727273
14 91 0.10989010989 0.227272727273
14 92 0.108695652174 0.227272727273
14 93 0.10752688172 0.227272727273
14 94 0.106382978723 0.227272727273
14 95 0.105263157895 0.227272727273
14 96 0.104166666667 0.227272727273
14 97 0.103092783505 0.227272727273
14 98 0.102040816327 0.227272727273
14 99 0.10101010101 0.227272727273
14 100 0.1 0.227272727273
15 1 0.0 0.0
15 2 0.0 0.0
15 3 0.0 0.0
15 4 0.0 0.0
15 5 0.0 0.0
15 6 0.166666666667 0.1
15 7 0.142857142857 0.1
15 8 0.125 0.1
15 9 0.111111111111 0.1
15 10 0.1 0.1
15 11 0.0909090909091 0.1
15 12 0.0833333333333 0.1
15 13 0.0769230769231 0.1
15 14 0.142857142857 0.2
15 15 0.133333333333 0.2
15 16 0.125 0.2
15 17 0.117647058824 0.2
15 18 0.111111111111 0.2
15 19 0.105263157895 0.2
15 20 0.1 0.2
15 21 0.0952380952381 0.2
15 22 0.0909090909091 0.2
15 23 0.0869565217391 0.2
15 24 0.0833333333333 0.2
15 25 0.12 0.3
15 26 0.115384615385 0.3
15 27 0.111111111111 0.3
15 28 0.107142857143 0.3
15 29 0.103448275862 0.3
15 30 0.1 0.3
15 31 0.0967741935484 0.3
15 32 0.09375 0.3
15 33 0.0909090909091 0.3
15 34 0.0882352941176 0.3
15 35 0.0857142857143 0.3
15 36 0.0833333333333 0.3
15 37 0.0810810810811 0.3
15 38 0.105263157895 0.4
15 39 0.102564102564 0.4
15 40 0.1 0.4
15 41 0.0975609756098 0.4
15 42 0.0952380952381 0.4
15 43 0.093023255814 0.4
15 44 0.0909090909091 0.4
15 45 0.0888888888889 0.4
15 46 0.0869565217391 0.4
15 47 0.0851063829787 0.4
15 48 0.0833333333333 0.4
15 49 0.0816326530612 0.4
15 50 0.08 0.4
15 51 0.0980392156863 0.5
15 52 0.0961538461538 0.5
15 53 0.0943396226415 0.5
15 54 0.0925925925926 0.5
15 55 0.0909090909091 0.5
15 56 0.0892857142857 0.5
15 57 0.0877192982456 0.5
15 58 0.0862068965517 0.5
15 59 0.0847457627119 0.5
15 60 0.0833333333333 0.5
15 61 0.0819672131148 0.5
15 62 0.0806451612903 0.5
15 63 0.0793650793651 0.5
15 64 0.078125 0.5
15 65 0.0769230769231 0.5
15 66 0.0757575757576 0.5
15 67 0.0746268656716 0.5
15 68 0.0735294117647 0.5
15 69 0.0724637681159 0.5
15 70 0.0714285714286 0.5
15 71 0.0704225352113 0.5
15 72 0.0694444444444 0.5
15 73 0.0684931506849 0.5
15 74 0.0675675675676 0.5
15 75 0.0666666666667 0.5
15 76 0.0657894736842 0.5
15 77 0.0649350649351 0.5
15 78 0.0641025641026 0.5
15 79 0.0632911392405 0.5
15 80 0.0625 0.5
15 81 0.0617283950617 0.5
15 82 0.0609756097561 0.5
15 83 0.0602409638554 0.5
15 84 0.0595238095238 0.5
15 85 0.0588235294118 0.5
15 86 0.0581395348837 0.5
15 87 0.0574712643678 0.5
15 88 0.0568181818182 0.5
15 89 0.0561797752809 0.5
15 90 0.0555555555556 0.5
15 91 0.0549450549451 0.5
15 92 0.054347826087 0.5
15 93 0.0537634408602 0.5
15 94 0.0531914893617 0.5
15 95 0.0526315789474 0.5
15 96 0.0520833333333 0.5
15 97 0.0515463917526 0.5
15 98 0.0510204081633 0.5
15 99 0.0505050505051 0.5
15 100 0.05 0.5
16 1 0.0 0.0
16 2 0.5 0.0588235294118
16 3 0.333333333333 0.0588235294118
16 4 0.25 0.0588235294118
16 5 0.2 0.0588235294118
16 6 0.166666666667 0.0588235294118
16 7 0.142857142857 0.0588235294118
16 8 0.125 0.0588235294118
16 9 0.111111111111 0.0588235294118
16 10 0.1 0.0588235294118
16 11 0.0909090909091 0.0588235294118
16 12 0.0833333333333 0.0588235294118
16 13 0.0769230769231 0.0588235294118
16 14 0.0714285714286 0.0588235294118
16 15 0.0666666666667 0.0588235294118
16 16 0.0625 0.0588235294118
16 17 0.0588235294118 0.0588235294118
16 18 0.0555555555556 0.0588235294118
16 19 0.0526315789474 0.0588235294118
16 20 0.05 0.0588235294118
16 21 0.047619047619 0.0588235294118
16 22 0.0454545454545 0.0588235294118
16 23 0.0434782608696 0.0588235294118
16 24 0.0416666666667 0.0588235294118
16 25 0.04 0.0588235294118
16 26 0.0384615384615 0.0588235294118
16 27 0.037037037037 0.0588235294118
16 28 0.0357142857143 0.0588235294118
16 29 0.0344827586207 0.0588235294118
16 30 0.0666666666667 0.117647058824
16 31 0.0645161290323 0.117647058824
16 32 0.0625 0.117647058824
16 33 0.0606060606061 0.117647058824
16 34 0.0588235294118 0.117647058824
16 35 0.0571428571429 0.117647058824
16 36 0.0555555555556 0.117647058824
16 37 0.0540540540541 0.117647058824
16 38 0.0526315789474 0.117647058824
16 39 0.0512820512821 0.117647058824
16 40 0.05 0.117647058824
16 41 0.0487804878049 0.117647058824
16 42 0.047619047619 0.117647058824
16 43 0.046511627907 0.117647058824
16 44 0.0454545454545 0.117647058824
16 45 0.0666666666667 0.176470588235
16 46 0.0652173913043 0.176470588235
16 47 0.063829787234 0.176470588235
16 48 0.0625 0.176470588235
16 49 0.0612244897959 0.176470588235
16 50 0.06 0.176470588235
16 51 0.0588235294118 0.176470588235
16 52 0.0576923076923 0.176470588235
16 53 0.0566037735849 0.176470588235
16 54 0.0555555555556 0.176470588235
16 55 0.0545454545455 0.176470588235
16 56 0.0535714285714 0.176470588235
16 57 0.0526315789474 0.176470588235
16 58 0.051724137931 0.176470588235
16 59 0.0508474576271 0.176470588235
16 60 0.05 0.176470588235
16 61 0.0491803278689 0.176470588235
16 62 0.0483870967742 0.176470588235
16 63 0.047619047619 0.176470588235
16 64 0.046875 0.176470588235
16 65 0.0461538461538 0.176470588235
16 66 0.0454545454545 0.176470588235
16 67 0.044776119403 0.176470588235
16 68 0.0441176470588 0.176470588235
16 69 0.0434782608696 0.176470588235
16 70 0.0428571428571 0.176470588235
16 71 0.0422535211268 0.176470588235
16 72 0.0416666666667 0.176470588235
16 73 0.041095890411 0.176470588235
16 74 0.0405405405405 0.176470588235
16 75 0.04 0.176470588235
16 76 0.0394736842105 0.176470588235
16 77 0.038961038961 0.176470588235
16 78 0.0384615384615 0.176470588235
16 79 0.0379746835443 0.176470588235
16 80 0.0375 0.176470588235
16 81 0.037037037037 0.176470588235
16 82 0.0365853658537 0.176470588235
16 83 0.0361445783133 0.176470588235
16 84 0.0357142857143 0.176470588235
16 85 0.0352941176471 0.176470588235
16 86 0.0348837209302 0.176470588235
16 87 0.0344827586207 0.176470588235
16 88 0.0340909090909 0.176470588235
16 89 0.0337078651685 0.176470588235
16 90 0.0333333333333 0.176470588235
16 91 0.032967032967 0.176470588235
16 92 0.0326086956522 0.176470588235
16 93 0.0322580645161 0.176470588235
16 94 0.031914893617 0.176470588235
16 95 0.0315789473684 0.176470588235
16 96 0.03125 0.176470588235
16 97 0.0309278350515 0.176470588235
16 98 0.030612244898 0.176470588235
16 99 0.030303030303 0.176470588235
16 100 0.03 0.176470588235
17 1 0.0 0.0
17 2 0.0 0.0
17 3 0.0 0.0
17 4 0.0 0.0
17 5 0.0 0.0
17 6 0.0 0.0
17 7 0.0 0.0
17 8 0.125 0.0625
17 9 0.111111111111 0.0625
17 10 0.1 0.0625
17 11 0.0909090909091 0.0625
17 12 0.0833333333333 0.0625
17 13 0.0769230769231 0.0625
17 14 0.0714285714286 0.0625
17 15 0.0666666666667 0.0625
17 16 0.0625 0.0625
17 17 0.0588235294118 0.0625
17 18 0.0555555555556 0.0625
17 19 0.0526315789474 0.0625
17 20 0.05 0.0625
17 21 0.047619047619 0.0625
17 22 0.0454545454545 0.0625
17 23 0.0434782608696 0.0625
17 24 0.0416666666667 0.0625
17 25 0.04 0.0625
17 26 0.0384615384615 0.0625
17 27 0.037037037037 0.0625
17 28 0.0714285714286 0.125
17 29 0.0689655172414 0.125
17 30 0.0666666666667 0.125
17 31 0.0645161290323 0.125
17 32 0.0625 0.125
17 33 0.0606060606061 0.125
17 34 0.0588235294118 0.125
17 35 0.0571428571429 0.125
